ID	Warning
b0331_del;U00096.3:348681-349572;DHA	The target sequence can map to multiple positions in the reference genome. The genome editing may be mislocated. Low risk of miss target. 
b0337_del;U00096.3:356170-357454;DHA	The target sequence can map to multiple positions in the reference genome. The genome editing may be mislocated. Low risk of miss target. 
b0352_del;U00096.3:373867-374881;DHA	The target sequence can map to multiple positions in the reference genome. The genome editing may be mislocated. Low risk of miss target. 
b0354_del;U00096.3:376771-377311;DHA	The target sequence can map to multiple positions in the reference genome. The genome editing may be mislocated. Low risk of miss target. 
b0483_del;U00096.3:508217-508559;DHA	The target sequence can map to multiple positions in the reference genome. The genome editing may be mislocated. Low risk of miss target. 
b0674_del;U00096.3:697512-699177;DHA	The target sequence can map to multiple positions in the reference genome. The genome editing may be mislocated. Low risk of miss target. 
b0680_del;U00096.3:706092-707757;DHA	The target sequence can map to multiple positions in the reference genome. The genome editing may be mislocated. Low risk of miss target. 
b0691_del;U00096.3:715946-716597;DHA	The target sequence can map to multiple positions in the reference genome. The genome editing may be mislocated. Low risk of miss target. 
b4590_del;U00096.3:720582-720840;DHA	The target sequence can map to multiple positions in the reference genome. The genome editing may be mislocated. Low risk of miss target. 
b0700_del;U00096.3:729582-733776;DHA	The target sequence can map to multiple positions in the reference genome. The genome editing may be mislocated. Low risk of miss target. 
b0702_del;U00096.3:733775-734102;DHA	The target sequence can map to multiple positions in the reference genome. The genome editing may be mislocated. High risk of miss target. 
b0704_del;U00096.3:735649-736219;DHA	The target sequence can map to multiple positions in the reference genome. The genome editing may be mislocated. Medium risk of miss target. 
b4514_del;U00096.3:736444-736699;DHA	The target sequence can map to multiple positions in the reference genome. The genome editing may be mislocated. High risk of miss target. 
b4514_del;U00096.3:736444-736699;DHA	The target sequence can map to multiple positions in the reference genome. The genome editing may be mislocated. Medium risk of miss target. 
b0705_del;U00096.3:736899-737961;DHA	The target sequence can map to multiple positions in the reference genome. The genome editing may be mislocated. High risk of miss target. 
b0705_del;U00096.3:736899-737961;DHA	The target sequence can map to multiple positions in the reference genome. The genome editing may be mislocated. Medium risk of miss target. 
b0742_del;U00096.3:779597-780389;DHA	The target sequence can map to multiple positions in the reference genome. The genome editing may be mislocated. Low risk of miss target. 
b0743_del;U00096.3:780553-780629;DHA	The target sequence can map to multiple positions in the reference genome. The genome editing may be mislocated. Medium risk of miss target. 
b0744_del;U00096.3:780764-780840;DHA	The target sequence can map to multiple positions in the reference genome. The genome editing may be mislocated. High risk of miss target. 
b0744_del;U00096.3:780764-780840;DHA	The target sequence can map to multiple positions in the reference genome. The genome editing may be mislocated. Low risk of miss target. 
b0745_del;U00096.3:780842-780918;DHA	The target sequence can map to multiple positions in the reference genome. The genome editing may be mislocated. Medium risk of miss target. 
b0746_del;U00096.3:781067-781143;DHA	The target sequence can map to multiple positions in the reference genome. The genome editing may be mislocated. Low risk of miss target. 
b0747_del;U00096.3:781146-781222;DHA	The target sequence can map to multiple positions in the reference genome. The genome editing may be mislocated. Low risk of miss target. 
b0771_del;U00096.3:803502-805764;DHA	The target sequence can map to multiple positions in the reference genome. The genome editing may be mislocated. Low risk of miss target. 
b1029_del;U00096.3:1095842-1096829;DHA	The target sequence can map to multiple positions in the reference genome. The genome editing may be mislocated. Medium risk of miss target. 
b1029_del;U00096.3:1095842-1096829;DHA	The target sequence can map to multiple positions in the reference genome. The genome editing may be mislocated. Low risk of miss target. 
b1215_del;U00096.3:1268164-1269019;DHA	The target sequence can map to multiple positions in the reference genome. The genome editing may be mislocated. Medium risk of miss target. 
b4419_del;U00096.3:1269167-1269275;DHA	The target sequence can map to multiple positions in the reference genome. The genome editing may be mislocated. High risk of miss target. 
b4419_del;U00096.3:1269167-1269275;DHA	The target sequence can map to multiple positions in the reference genome. The genome editing may be mislocated. Low risk of miss target. 
b4420_del;U00096.3:1269322-1269389;DHA	The target sequence can map to multiple positions in the reference genome. The genome editing may be mislocated. High risk of miss target. 
b4420_del;U00096.3:1269322-1269389;DHA	The target sequence can map to multiple positions in the reference genome. The genome editing may be mislocated. Low risk of miss target. 
b4421_del;U00096.3:1269702-1269810;DHA	The target sequence can map to multiple positions in the reference genome. The genome editing may be mislocated. High risk of miss target. 
b4421_del;U00096.3:1269702-1269810;DHA	The target sequence can map to multiple positions in the reference genome. The genome editing may be mislocated. Low risk of miss target. 
b4422_del;U00096.3:1269857-1269923;DHA	The target sequence can map to multiple positions in the reference genome. The genome editing may be mislocated. High risk of miss target. 
b4422_del;U00096.3:1269857-1269923;DHA	The target sequence can map to multiple positions in the reference genome. The genome editing may be mislocated. Low risk of miss target. 
b4423_del;U00096.3:1270237-1270345;DHA	The target sequence can map to multiple positions in the reference genome. The genome editing may be mislocated. Low risk of miss target. 
b4424_del;U00096.3:1270392-1270460;DHA	The target sequence can map to multiple positions in the reference genome. The genome editing may be mislocated. Low risk of miss target. 
b1227_del;U00096.3:1285848-1286526;DHA	The target sequence can map to multiple positions in the reference genome. The genome editing may be mislocated. Low risk of miss target. 
b1228_del;U00096.3:1286708-1286984;DHA	The target sequence can map to multiple positions in the reference genome. The genome editing may be mislocated. Low risk of miss target. 
b1476_del;U00096.3:1551337-1551991;DHA	The target sequence can map to multiple positions in the reference genome. The genome editing may be mislocated. Low risk of miss target. 
b1976_del;U00096.3:2043650-2044448;DHA	The target sequence can map to multiple positions in the reference genome. The genome editing may be mislocated. Low risk of miss target. 
b1985_del;U00096.3:2058202-2059846;DHA	The target sequence can map to multiple positions in the reference genome. The genome editing may be mislocated. Low risk of miss target. 
b1988_del;U00096.3:2061015-2061933;DHA	The target sequence can map to multiple positions in the reference genome. The genome editing may be mislocated. Low risk of miss target. 
b2209_del;U00096.3:2303904-2304393;DHA	The target sequence can map to multiple positions in the reference genome. The genome editing may be mislocated. High risk of miss target. 
b2209_del;U00096.3:2303904-2304393;DHA	The target sequence can map to multiple positions in the reference genome. The genome editing may be mislocated. Medium risk of miss target. 
b2209_del;U00096.3:2303904-2304393;DHA	The target sequence can map to multiple positions in the reference genome. The genome editing may be mislocated. Low risk of miss target. 
b2531_del;U00096.3:2661642-2662131;DHA	The target sequence can map to multiple positions in the reference genome. The genome editing may be mislocated. Low risk of miss target. 
b2690_del;U00096.3:2816936-2817503;DHA	The target sequence can map to multiple positions in the reference genome. The genome editing may be mislocated. Low risk of miss target. 
b2691_del;U00096.3:2817783-2817860;DHA	The target sequence can map to multiple positions in the reference genome. The genome editing may be mislocated. Low risk of miss target. 
b2692_del;U00096.3:2818058-2818135;DHA	The target sequence can map to multiple positions in the reference genome. The genome editing may be mislocated. Medium risk of miss target. 
b2692_del;U00096.3:2818058-2818135;DHA	The target sequence can map to multiple positions in the reference genome. The genome editing may be mislocated. Low risk of miss target. 
b2693_del;U00096.3:2818197-2818274;DHA	The target sequence can map to multiple positions in the reference genome. The genome editing may be mislocated. Low risk of miss target. 
b2813_del;U00096.3:2946080-2947178;DHA	The target sequence can map to multiple positions in the reference genome. The genome editing may be mislocated. Low risk of miss target. 
b2814_del;U00096.3:2947386-2947463;DHA	The target sequence can map to multiple positions in the reference genome. The genome editing may be mislocated. Low risk of miss target. 
b2815_del;U00096.3:2947496-2947573;DHA	The target sequence can map to multiple positions in the reference genome. The genome editing may be mislocated. Low risk of miss target. 
b3051_del;U00096.3:3192863-3194525;DHA	The target sequence can map to multiple positions in the reference genome. The genome editing may be mislocated. Medium risk of miss target. 
b3051_del;U00096.3:3192863-3194525;DHA	The target sequence can map to multiple positions in the reference genome. The genome editing may be mislocated. Low risk of miss target. 
b4447_del;U00096.3:3194720-3194865;DHA	The target sequence can map to multiple positions in the reference genome. The genome editing may be mislocated. Medium risk of miss target. 
b4664_del;U00096.3:3194765-3194825;DHA	The target sequence can map to multiple positions in the reference genome. The genome editing may be mislocated. Medium risk of miss target. 
b3121_del;U00096.3:3268414-3269602;DHA	The target sequence can map to multiple positions in the reference genome. The genome editing may be mislocated. Low risk of miss target. 
b3244_del;U00096.3:3390582-3392028;DHA	The target sequence can map to multiple positions in the reference genome. The genome editing may be mislocated. Low risk of miss target. 
b3271_del;U00096.3:3422435-3423194;DHA	The target sequence can map to multiple positions in the reference genome. The genome editing may be mislocated. Low risk of miss target. 
b3272_del;U00096.3:3423422-3423542;DHA	The target sequence can map to multiple positions in the reference genome. The genome editing may be mislocated. Low risk of miss target. 
b3273_del;U00096.3:3423579-3423655;DHA	The target sequence can map to multiple positions in the reference genome. The genome editing may be mislocated. Low risk of miss target. 
b3594_del;U00096.3:3766336-3767179;DHA	The target sequence can map to multiple positions in the reference genome. The genome editing may be mislocated. High risk of miss target. 
b3844_del;U00096.3:4026526-4027228;DHA	The target sequence can map to multiple positions in the reference genome. The genome editing may be mislocated. Low risk of miss target. 
b3902_del;U00096.3:4093447-4094272;DHA	The target sequence can map to multiple positions in the reference genome. The genome editing may be mislocated. Low risk of miss target. 
b3956_del;U00096.3:4150446-4153098;DHA	The target sequence can map to multiple positions in the reference genome. The genome editing may be mislocated. Low risk of miss target. 
b4077_del;U00096.3:4294480-4295794;DHA	The target sequence can map to multiple positions in the reference genome. The genome editing may be mislocated. High risk of miss target. 
b4077_del;U00096.3:4294480-4295794;DHA	The target sequence can map to multiple positions in the reference genome. The genome editing may be mislocated. Medium risk of miss target. 
b4077_del;U00096.3:4294480-4295794;DHA	The target sequence can map to multiple positions in the reference genome. The genome editing may be mislocated. Low risk of miss target. 
b4107_del;U00096.3:4325297-4325741;DHA	The target sequence can map to multiple positions in the reference genome. The genome editing may be mislocated. Medium risk of miss target. 
b4107_del;U00096.3:4325297-4325741;DHA	The target sequence can map to multiple positions in the reference genome. The genome editing may be mislocated. Low risk of miss target. 
b4162_del;U00096.3:4391603-4392149;DHA	The target sequence can map to multiple positions in the reference genome. The genome editing may be mislocated. Low risk of miss target. 
b4163_del;U00096.3:4392359-4392435;DHA	The target sequence can map to multiple positions in the reference genome. The genome editing may be mislocated. Low risk of miss target. 
b4164_del;U00096.3:4392471-4392547;DHA	The target sequence can map to multiple positions in the reference genome. The genome editing may be mislocated. Low risk of miss target. 
b4378_del;U00096.3:4613480-4614260;DHA	The target sequence can map to multiple positions in the reference genome. The genome editing may be mislocated. Low risk of miss target. 
